SATZART;AGS;NAME;EWZ;EW_M;EW_W;EW_D;EW_A;ALTER_1;ALTER_2;ALTER_3;ALTER_4;ALTER_5
60;059780004004;Bergkamen, Stadt; 49 011; 24 000; 25 010; 44 760; 4 250; 8 760; 6 570; 13 960; 10 280; 9 440
50;059780008;Bönen; 18 018; 8 660; 9 350; 16 490; 1 520; 3 350; 2 260; 4 860; 3 810; 3 740
60;059780008008;Bönen; 18 018; 8 660; 9 350; 16 490; 1 520; 3 350; 2 260; 4 860; 3 810; 3 740
50;059780012;Fröndenberg/Ruhr, Stadt; 20 928; 10 230; 10 690; 19 900; 1 030; 3 480; 2 330; 5 880; 4 630; 4 610
60;059780012012;Fröndenberg/Ruhr, Stadt; 20 928; 10 230; 10 690; 19 900; 1 030; 3 480; 2 330; 5 880; 4 630; 4 610
50;059780016;Holzwickede; 16 755; 8 080; 8 670; 15 880;  870; 2 760; 1 880; 4 780; 3 480; 3 860
60;059780016016;Holzwickede; 16 755; 8 080; 8 670; 15 880;  870; 2 760; 1 880; 4 780; 3 480; 3 860
50;059780020;Kamen, Stadt; 43 815; 21 270; 22 540; 41 240; 2 580; 6 990; 5 930; 11 890; 9 500; 9 510
60;059780020020;Kamen, Stadt; 43 815; 21 270; 22 540; 41 240; 2 580; 6 990; 5 930; 11 890; 9 500; 9 510
50;059780024;Lünen, Stadt; 86 010; 41 710; 44 300; 77 000; 9 010; 14 600; 11 660; 24 190; 17 530; 18 030
60;059780024024;Lünen, Stadt; 86 010; 41 710; 44 300; 77 000; 9 010; 14 600; 11 660; 24 190; 17 530; 18 030
50;059780028;Schwerte, Stadt; 46 743; 22 510; 24 240; 43 860; 2 880; 7 440; 5 600; 13 230; 9 940; 10 530
60;059780028028;Schwerte, Stadt; 46 743; 22 510; 24 240; 43 860; 2 880; 7 440; 5 600; 13 230; 9 940; 10 530
50;059780032;Selm, Stadt; 26 017; 12 600; 13 420; 25 210;  800; 4 710; 3 200; 7 160; 5 880; 5 060
60;059780032032;Selm, Stadt; 26 017; 12 600; 13 420; 25 210;  800; 4 710; 3 200; 7 160; 5 880; 5 060
50;059780036;Unna, Stadt; 59 149; 28 270; 30 880; 55 610; 3 540; 9 550; 7 690; 16 160; 13 350; 12 400
60;059780036036;Unna, Stadt; 59 149; 28 270; 30 880; 55 610; 3 540; 9 550; 7 690; 16 160; 13 350; 12 400
50;059780040;Werne, Stadt; 29 614; 14 320; 15 290; 28 380; 1 230; 4 930; 3 540; 8 280; 6 540; 6 330
60;059780040040;Werne, Stadt; 29 614; 14 320; 15 290; 28 380; 1 230; 4 930; 3 540; 8 280; 6 540; 6 330
10;06;Hessen;5 971 816;2 914 740;3 057 080;5 311 720; 660 090;1 005 660; 834 310;1 746 430;1 205 160;1 180 260
20;064;Reg.-Bez. Darmstadt;3 741 170;1 824 930;1 916 240;3 210 100; 531 070; 633 480; 512 600;1 131 350; 743 430; 720 310
40;06411;Darmstadt, Wissenschaftsstadt; 143 499; 71 450; 72 050; 122 290; 21 210; 22 800; 27 250; 42 110; 25 440; 25 900
50;064110000;Darmstadt, Wissenschaftsstadt; 143 499; 71 450; 72 050; 122 290; 21 210; 22 800; 27 250; 42 110; 25 440; 25 900
60;064110000000;Darmstadt, Wissenschaftsstadt; 143 499; 71 450; 72 050; 122 290; 21 210; 22 800; 27 250; 42 110; 25 440; 25 900
40;06412;Frankfurt am Main, Stadt; 667 925; 327 250; 340 680; 506 870; 161 050; 105 000; 109 290; 227 110; 117 400; 109 130
50;064120000;Frankfurt am Main, Stadt; 667 925; 327 250; 340 680; 506 870; 161 050; 105 000; 109 290; 227 110; 117 400; 109 130
60;064120000000;Frankfurt am Main, Stadt; 667 925; 327 250; 340 680; 506 870; 161 050; 105 000; 109 290; 227 110; 117 400; 109 130
40;06413;Offenbach am Main, Stadt; 113 443; 55 490; 57 960; 81 440; 32 000; 20 370; 17 710; 34 020; 20 930; 20 410
50;064130000;Offenbach am Main, Stadt; 113 443; 55 490; 57 960; 81 440; 32 000; 20 370; 17 710; 34 020; 20 930; 20 410
60;064130000000;Offenbach am Main, Stadt; 113 443; 55 490; 57 960; 81 440; 32 000; 20 370; 17 710; 34 020; 20 930; 20 410
40;06414;Wiesbaden, Landeshauptstadt; 269 121; 127 770; 141 350; 227 590; 41 530; 45 760; 38 600; 81 550; 50 560; 52 650
50;064140000;Wiesbaden, Landeshauptstadt; 269 121; 127 770; 141 350; 227 590; 41 530; 45 760; 38 600; 81 550; 50 560; 52 650
60;064140000000;Wiesbaden, Landeshauptstadt; 269 121; 127 770; 141 350; 227 590; 41 530; 45 760; 38 600; 81 550; 50 560; 52 650
40;06431;Bergstraße; 260 741; 127 380; 133 370; 238 570; 22 170; 43 100; 32 890; 74 310; 56 610; 53 830
50;064310001;Abtsteinach; 2 454; 1 221; 1 233; 2 339;  115;  404;  299;  681;  588;  482
60;064310001001;Abtsteinach; 2 454; 1 221; 1 233; 2 339;  115;  404;  299;  681;  588;  482
50;064310002;Bensheim, Stadt; 39 253; 18 920; 20 330; 35 920; 3 330; 6 730; 4 910; 11 640; 8 180; 7 790
60;064310002002;Bensheim, Stadt; 39 253; 18 920; 20 330; 35 920; 3 330; 6 730; 4 910; 11 640; 8 180; 7 790
50;064310003;Biblis; 8 851; 4 480; 4 371; 8 302;  549; 1 450; 1 071; 2 544; 2 050; 1 736
60;064310003003;Biblis; 8 851; 4 480; 4 371; 8 302;  549; 1 450; 1 071; 2 544; 2 050; 1 736
50;064310004;Birkenau; 10 129; 4 881; 5 248; 9 395;  734; 1 657; 1 211; 2 767; 2 223; 2 271
60;064310004004;Birkenau; 10 129; 4 881; 5 248; 9 395;  734; 1 657; 1 211; 2 767; 2 223; 2 271
50;064310005;Bürstadt, Stadt; 15 211; 7 420; 7 790; 13 930; 1 280; 2 550; 1 970; 4 260; 3 380; 3 040
60;064310005005;Bürstadt, Stadt; 15 211; 7 420; 7 790; 13 930; 1 280; 2 550; 1 970; 4 260; 3 380; 3 040
50;064310006;Einhausen; 6 125; 3 073; 3 052; 5 888;  237; 1 044;  747; 1 896; 1 297; 1 141
60;064310006006;Einhausen; 6 125; 3 073; 3 052; 5 888;  237; 1 044;  747; 1 896; 1 297; 1 141
50;064310007;Fürth; 10 481; 5 210; 5 270; 9 730;  750; 1 810; 1 420; 2 900; 2 370; 1 980
60;064310007007;Fürth; 10 481; 5 210; 5 270; 9 730;  750; 1 810; 1 420; 2 900; 2 370; 1 980
50;064310008;Gorxheimertal; 4 056; 2 004; 2 052; 3 768;  288;  614;  546; 1 123;  915;  858
60;064310008008;Gorxheimertal; 4 056; 2 004; 2 052; 3 768;  288;  614;  546; 1 123;  915;  858
50;064310009;Grasellenbach; 3 802; 1 906; 1 896; 3 463;  339;  590;  479; 1 033;  873;  827
60;064310009009;Grasellenbach; 3 802; 1 906; 1 896; 3 463;  339;  590;  479; 1 033;  873;  827
50;064310010;Groß-Rohrheim; 3 713; 1 850; 1 863; 3 448;  265;  574;  454; 1 077;  803;  805
60;064310010010;Groß-Rohrheim; 3 713; 1 850; 1 863; 3 448;  265;  574;  454; 1 077;  803;  805
50;064310011;Heppenheim (Bergstraße), Kreisstadt; 24 895; 12 140; 12 760; 22 330; 2 560; 4 110; 3 120; 7 080; 5 260; 5 340
60;064310011011;Heppenheim (Bergstraße), Kreisstadt; 24 895; 12 140; 12 760; 22 330; 2 560; 4 110; 3 120; 7 080; 5 260; 5 340
50;064310012;Hirschhorn (Neckar), Stadt; 3 541; 1 735; 1 806; 3 240;  301;  517;  412;  938;  819;  855
60;064310012012;Hirschhorn (Neckar), Stadt; 3 541; 1 735; 1 806; 3 240;  301;  517;  412;  938;  819;  855
50;064310013;Lampertheim, Stadt; 31 037; 15 150; 15 880; 28 460; 2 570; 4 710; 3 850; 8 610; 7 120; 6 750
60;064310013013;Lampertheim, Stadt; 31 037; 15 150; 15 880; 28 460; 2 570; 4 710; 3 850; 8 610; 7 120; 6 750
50;064310014;Lautertal (Odenwald); 7 144; 3 481; 3 663; 6 833;  311; 1 188;  813; 2 053; 1 595; 1 495
60;064310014014;Lautertal (Odenwald); 7 144; 3 481; 3 663; 6 833;  311; 1 188;  813; 2 053; 1 595; 1 495
50;064310015;Lindenfels, Stadt; 5 044; 2 444; 2 600; 4 797;  247;  753;  622; 1 377; 1 062; 1 230
60;064310015015;Lindenfels, Stadt; 5 044; 2 444; 2 600; 4 797;  247;  753;  622; 1 377; 1 062; 1 230
50;064310016;Lorsch, Karolingerstadt; 12 876; 6 240; 6 640; 12 050;  830; 2 120; 1 510; 3 820; 2 920; 2 510
60;064310016016;Lorsch, Karolingerstadt; 12 876; 6 240; 6 640; 12 050;  830; 2 120; 1 510; 3 820; 2 920; 2 510
50;064310017;Mörlenbach; 9 870; 4 850; 5 020; 9 230;  630; 1 680; 1 250; 2 780; 2 160; 1 990
60;064310017017;Mörlenbach; 9 870; 4 850; 5 020; 9 230;  630; 1 680; 1 250; 2 780; 2 160; 1 990
50;064310018;Neckarsteinach, Stadt; 3 804; 1 868; 1 937; 3 498;  307;  585;  462; 1 051;  849;  858
60;064310018018;Neckarsteinach, Stadt; 3 804; 1 868; 1 937; 3 498;  307;  585;  462; 1 051;  849;  858
50;064310019;Rimbach; 8 545; 4 167; 4 378; 8 010;  535; 1 545; 1 022; 2 375; 1 732; 1 871
60;064310019019;Rimbach; 8 545; 4 167; 4 378; 8 010;  535; 1 545; 1 022; 2 375; 1 732; 1 871
50;064310020;Viernheim, Stadt; 32 615; 15 780; 16 840; 27 910; 4 700; 5 510; 4 600; 9 380; 6 620; 6 510
60;064310020020;Viernheim, Stadt; 32 615; 15 780; 16 840; 27 910; 4 700; 5 510; 4 600; 9 380; 6 620; 6 510
50;064310021;Wald-Michelbach; 10 671; 5 320; 5 350; 9 850;  820; 1 770; 1 350; 2 880; 2 320; 2 360
60;064310021021;Wald-Michelbach; 10 671; 5 320; 5 350; 9 850;  820; 1 770; 1 350; 2 880; 2 320; 2 360
50;064310022;Zwingenberg, Stadt; 6 624; 3 232; 3 392; 6 160;  464; 1 188;  771; 2 042; 1 483; 1 140
60;064310022022;Zwingenberg, Stadt; 6 624; 3 232; 3 392; 6 160;  464; 1 188;  771; 2 042; 1 483; 1 140
40;06432;Darmstadt-Dieburg; 282 601; 139 230; 143 380; 254 550; 28 050; 49 190; 36 280; 83 370; 60 090; 53 660
50;064320001;Alsbach-Hähnlein; 9 072; 4 441; 4 632; 8 306;  767; 1 585; 1 129; 2 593; 2 122; 1 644
60;064320001001;Alsbach-Hähnlein; 9 072; 4 441; 4 632; 8 306;  767; 1 585; 1 129; 2 593; 2 122; 1 644
50;064320002;Babenhausen, Stadt; 15 587; 7 700; 7 890; 13 430; 2 160; 2 740; 2 050; 4 620; 3 320; 2 850
60;064320002002;Babenhausen, Stadt; 15 587; 7 700; 7 890; 13 430; 2 160; 2 740; 2 050; 4 620; 3 320; 2 850
50;064320003;Bickenbach; 5 397; 2 615; 2 782; 4 960;  437;  980;  625; 1 682; 1 151;  959
60;064320003003;Bickenbach; 5 397; 2 615; 2 782; 4 960;  437;  980;  625; 1 682; 1 151;  959
50;064320004;Dieburg, Stadt; 14 528; 7 110; 7 420; 13 190; 1 340; 2 570; 1 960; 4 230; 2 950; 2 820
60;064320004004;Dieburg, Stadt; 14 528; 7 110; 7 420; 13 190; 1 340; 2 570; 1 960; 4 230; 2 950; 2 820
50;064320005;Eppertshausen; 5 960; 2 954; 3 006; 5 385;  575; 1 056;  797; 1 721; 1 242; 1 144
60;064320005005;Eppertshausen; 5 960; 2 954; 3 006; 5 385;  575; 1 056;  797; 1 721; 1 242; 1 144
50;064320006;Erzhausen; 7 481; 3 670; 3 811; 6 734;  747; 1 371;  939; 2 333; 1 499; 1 339
60;064320006006;Erzhausen; 7 481; 3 670; 3 811; 6 734;  747; 1 371;  939; 2 333; 1 499; 1 339
50;064320007;Fischbachtal; 2 650; 1 338; 1 312; 2 542;  108;  459;  361;  759;  555;  516
60;064320007007;Fischbachtal; 2 650; 1 338; 1 312; 2 542;  108;  459;  361;  759;  555;  516
50;064320008;Griesheim, Stadt; 25 511; 12 560; 12 950; 21 860; 3 650; 4 370; 3 580; 8 190; 5 040; 4 320
60;064320008008;Griesheim, Stadt; 25 511; 12 560; 12 950; 21 860; 3 650; 4 370; 3 580; 8 190; 5 040; 4 320
50;064320009;Groß-Bieberau, Stadt; 4 612; 2 294; 2 318; 4 249;  363;  812;  626; 1 332;  996;  846
60;064320009009;Groß-Bieberau, Stadt; 4 612; 2 294; 2 318; 4 249;  363;  812;  626; 1 332;  996;  846
50;064320010;Groß-Umstadt, Stadt; 20 699; 10 220; 10 480; 18 560; 2 140; 3 600; 2 580; 6 150; 4 330; 4 040
60;064320010010;Groß-Umstadt, Stadt; 20 699; 10 220; 10 480; 18 560; 2 140; 3 600; 2 580; 6 150; 4 330; 4 040
50;064320011;Groß-Zimmern; 13 523; 6 710; 6 820; 11 870; 1 650; 2 510; 2 030; 3 970; 2 880; 2 120
60;064320011011;Groß-Zimmern; 13 523; 6 710; 6 820; 11 870; 1 650; 2 510; 2 030; 3 970; 2 880; 2 120
50;064320012;Messel; 3 754; 1 860; 1 895; 3 516;  239;  594;  445; 1 068;  834;  814
60;064320012012;Messel; 3 754; 1 860; 1 895; 3 516;  239;  594;  445; 1 068;  834;  814
50;064320013;Modautal; 5 008; 2 485; 2 523; 4 778;  230;  765;  592; 1 464; 1 167; 1 020
60;064320013013;Modautal; 5 008; 2 485; 2 523; 4 778;  230;  765;  592; 1 464; 1 167; 1 020
50;064320014;Mühltal; 13 405; 6 570; 6 830; 12 500;  900; 2 330; 1 420; 3 950; 2 840; 2 870
60;064320014014;Mühltal; 13 405; 6 570; 6 830; 12 500;  900; 2 330; 1 420; 3 950; 2 840; 2 870
50;064320015;Münster; 14 071; 6 990; 7 080; 12 540; 1 530; 2 510; 1 900; 4 210; 3 010; 2 450
60;064320015015;Münster; 14 071; 6 990; 7 080; 12 540; 1 530; 2 510; 1 900; 4 210; 3 010; 2 450
50;064320016;Ober-Ramstadt, Stadt; 14 545; 7 140; 7 400; 13 110; 1 430; 2 570; 1 890; 4 130; 3 250; 2 710
60;064320016016;Ober-Ramstadt, Stadt; 14 545; 7 140; 7 400; 13 110; 1 430; 2 570; 1 890; 4 130; 3 250; 2 710
50;064320017;Otzberg; 6 309; 3 179; 3 131; 6 027;  283; 1 088;  789; 1 875; 1 417; 1 141
60;064320017017;Otzberg; 6 309; 3 179; 3 131; 6 027;  283; 1 088;  789; 1 875; 1 417; 1 141
50;064320018;Pfungstadt, Stadt; 23 829; 11 620; 12 210; 21 220; 2 610; 4 110; 3 020; 6 990; 5 010; 4 700
60;064320018018;Pfungstadt, Stadt; 23 829; 11 620; 12 210; 21 220; 2 610; 4 110; 3 020; 6 990; 5 010; 4 700
50;064320019;Reinheim, Stadt; 16 294; 8 000; 8 290; 15 120; 1 180; 2 700; 1 970; 4 530; 3 570; 3 520
60;064320019019;Reinheim, Stadt; 16 294; 8 000; 8 290; 15 120; 1 180; 2 700; 1 970; 4 530; 3 570; 3 520
50;064320020;Roßdorf; 11 903; 5 850; 6 060; 10 790; 1 110; 2 130; 1 420; 3 450; 2 480; 2 420
60;064320020020;Roßdorf; 11 903; 5 850; 6 060; 10 790; 1 110; 2 130; 1 420; 3 450; 2 480; 2 420
50;064320021;Schaafheim; 9 030; 4 505; 4 525; 8 396;  634; 1 609; 1 153; 2 792; 1 901; 1 575
60;064320021021;Schaafheim; 9 030; 4 505; 4 525; 8 396;  634; 1 609; 1 153; 2 792; 1 901; 1 575
50;064320022;Seeheim-Jugenheim; 15 758; 7 550; 8 210; 14 610; 1 150; 2 460; 1 610; 4 120; 3 490; 4 070
60;064320022022;Seeheim-Jugenheim; 15 758; 7 550; 8 210; 14 610; 1 150; 2 460; 1 610; 4 120; 3 490; 4 070
50;064320023;Weiterstadt, Stadt; 23 675; 11 870; 11 800; 20 860; 2 820; 4 270; 3 400; 7 220; 5 010; 3 770
60;064320023023;Weiterstadt, Stadt; 23 675; 11 870; 11 800; 20 860; 2 820; 4 270; 3 400; 7 220; 5 010; 3 770
40;06433;Groß-Gerau; 251 050; 123 500; 127 550; 210 660; 40 390; 43 910; 35 100; 75 110; 49 420; 47 510
50;064330001;Biebesheim am Rhein; 6 358; 3 149; 3 210; 5 679;  680; 1 080;  894; 1 849; 1 393; 1 143
60;064330001001;Biebesheim am Rhein; 6 358; 3 149; 3 210; 5 679;  680; 1 080;  894; 1 849; 1 393; 1 143
50;064330002;Bischofsheim; 12 552; 6 130; 6 420; 10 750; 1 800; 2 060; 1 770; 3 560; 2 420; 2 730
60;064330002002;Bischofsheim; 12 552; 6 130; 6 420; 10 750; 1 800; 2 060; 1 770; 3 560; 2 420; 2 730
50;064330003;Büttelborn; 13 597; 6 630; 6 970; 12 430; 1 170; 2 330; 1 840; 4 260; 2 790; 2 390
60;064330003003;Büttelborn; 13 597; 6 630; 6 970; 12 430; 1 170; 2 330; 1 840; 4 260; 2 790; 2 390
50;064330004;Gernsheim, Schöfferstadt; 9 816; 4 836; 4 981; 8 942;  875; 1 650; 1 313; 2 891; 2 105; 1 858
60;064330004004;Gernsheim, Schöfferstadt; 9 816; 4 836; 4 981; 8 942;  875; 1 650; 1 313; 2 891; 2 105; 1 858
50;064330005;Ginsheim-Gustavsburg; 15 701; 7 640; 8 060; 13 550; 2 150; 2 600; 2 160; 4 710; 3 010; 3 220
60;064330005005;Ginsheim-Gustavsburg; 15 701; 7 640; 8 060; 13 550; 2 150; 2 600; 2 160; 4 710; 3 010; 3 220
50;064330006;Groß-Gerau, Stadt; 23 739; 11 700; 12 040; 19 930; 3 810; 4 160; 3 270; 6 960; 5 040; 4 310
60;064330006006;Groß-Gerau, Stadt; 23 739; 11 700; 12 040; 19 930; 3 810; 4 160; 3 270; 6 960; 5 040; 4 310
50;064330007;Kelsterbach, Stadt; 13 312; 6 640; 6 670; 9 570; 3 740; 2 070; 2 070; 4 120; 2 620; 2 430
60;064330007007;Kelsterbach, Stadt; 13 312; 6 640; 6 670; 9 570; 3 740; 2 070; 2 070; 4 120; 2 620; 2 430
50;064330008;Mörfelden-Walldorf, Stadt; 32 380; 16 070; 16 310; 26 440; 5 940; 5 400; 4 380; 10 210; 6 270; 6 130
60;064330008008;Mörfelden-Walldorf, Stadt; 32 380; 16 070; 16 310; 26 440; 5 940; 5 400; 4 380; 10 210; 6 270; 6 130
50;064330009;Nauheim; 9 911; 4 880; 5 030; 8 940;  970; 1 520; 1 240; 2 760; 2 130; 2 270
60;064330009009;Nauheim; 9 911; 4 880; 5 030; 8 940;  970; 1 520; 1 240; 2 760; 2 130; 2 270
50;064330010;Raunheim, Stadt; 14 473; 7 120; 7 360; 10 610; 3 860; 3 030; 2 420; 4 440; 2 340; 2 240
60;064330010010;Raunheim, Stadt; 14 473; 7 120; 7 360; 10 610; 3 860; 3 030; 2 420; 4 440; 2 340; 2 240
50;064330011;Riedstadt, Stadt; 21 557; 10 590; 10 970; 19 880; 1 680; 3 980; 2 890; 6 550; 4 680; 3 450
60;064330011011;Riedstadt, Stadt; 21 557; 10 590; 10 970; 19 880; 1 680; 3 980; 2 890; 6 550; 4 680; 3 450
50;064330012;Rüsselsheim, Stadt; 58 765; 28 790; 29 970; 46 320; 12 450; 10 780; 8 480; 17 000; 10 780; 11 720
60;064330012012;Rüsselsheim, Stadt; 58 765; 28 790; 29 970; 46 320; 12 450; 10 780; 8 480; 17 000; 10 780; 11 720
50;064330013;Stockstadt am Rhein; 5 794; 2 866; 2 928; 5 190;  604;  987;  822; 1 623; 1 230; 1 132
60;064330013013;Stockstadt am Rhein; 5 794; 2 866; 2 928; 5 190;  604;  987;  822; 1 623; 1 230; 1 132
50;064330014;Trebur; 13 095; 6 460; 6 630; 12 440;  660; 2 260; 1 550; 4 180; 2 620; 2 490
60;064330014014;Trebur; 13 095; 6 460; 6 630; 12 440;  660; 2 260; 1 550; 4 180; 2 620; 2 490
40;06434;Hochtaunuskreis; 226 130; 108 470; 117 660; 199 970; 26 160; 40 770; 24 540; 66 590; 45 350; 48 880
50;064340001;Bad Homburg v. d. Höhe, Stadt; 51 370; 23 920; 27 450; 44 210; 7 160; 8 760; 5 440; 15 230; 9 970; 11 970
60;064340001001;Bad Homburg v. d. Höhe, Stadt; 51 370; 23 920; 27 450; 44 210; 7 160; 8 760; 5 440; 15 230; 9 970; 11 970
50;064340002;Friedrichsdorf, Stadt; 24 323; 11 900; 12 420; 21 680; 2 640; 4 170; 2 720; 6 950; 5 170; 5 320
60;064340002002;Friedrichsdorf, Stadt; 24 323; 11 900; 12 420; 21 680; 2 640; 4 170; 2 720; 6 950; 5 170; 5 320
50;064340003;Glashütten; 5 243; 2 563; 2 680; 4 869;  374; 1 024;  493; 1 461; 1 105; 1 160
60;064340003003;Glashütten; 5 243; 2 563; 2 680; 4 869;  374; 1 024;  493; 1 461; 1 105; 1 160
50;064340004;Grävenwiesbach; 5 187; 2 618; 2 569; 4 697;  490; 1 019;  647; 1 566; 1 073;  882
60;064340004004;Grävenwiesbach; 5 187; 2 618; 2 569; 4 697;  490; 1 019;  647; 1 566; 1 073;  882
50;064340005;Königstein im Taunus, Stadt; 15 718; 7 340; 8 380; 13 490; 2 230; 3 110; 1 510; 4 700; 3 020; 3 370
60;064340005005;Königstein im Taunus, Stadt; 15 718; 7 340; 8 380; 13 490; 2 230; 3 110; 1 510; 4 700; 3 020; 3 370
50;064340006;Kronberg im Taunus, Stadt; 17 814; 8 220; 9 590; 16 010; 1 810; 3 070; 1 570; 5 040; 3 060; 5 080
60;064340006006;Kronberg im Taunus, Stadt; 17 814; 8 220; 9 590; 16 010; 1 810; 3 070; 1 570; 5 040; 3 060; 5 080
50;064340007;Neu-Anspach, Stadt; 14 705; 7 250; 7 460; 13 610; 1 100; 2 880; 1 880; 4 370; 3 300; 2 270
60;064340007007;Neu-Anspach, Stadt; 14 705; 7 250; 7 460; 13 610; 1 100; 2 880; 1 880; 4 370; 3 300; 2 270
50;064340008;Oberursel (Taunus), Stadt; 44 088; 21 230; 22 860; 38 260; 5 830; 7 930; 4 920; 13 390; 8 440; 9 400
60;064340008008;Oberursel (Taunus), Stadt; 44 088; 21 230; 22 860; 38 260; 5 830; 7 930; 4 920; 13 390; 8 440; 9 400
50;064340009;Schmitten; 8 824; 4 440; 4 385; 8 114;  711; 1 657;  884; 2 841; 1 890; 1 553
60;064340009009;Schmitten; 8 824; 4 440; 4 385; 8 114;  711; 1 657;  884; 2 841; 1 890; 1 553
50;064340010;Steinbach (Taunus), Stadt; 10 030; 4 804; 5 227; 8 298; 1 733; 1 873; 1 243; 2 807; 1 973; 2 135
60;064340010010;Steinbach (Taunus), Stadt; 10 030; 4 804; 5 227; 8 298; 1 733; 1 873; 1 243; 2 807; 1 973; 2 135
50;064340011;Usingen, Stadt; 13 312; 6 490; 6 820; 12 010; 1 300; 2 460; 1 600; 3 710; 2 930; 2 600
60;064340011011;Usingen, Stadt; 13 312; 6 490; 6 820; 12 010; 1 300; 2 460; 1 600; 3 710; 2 930; 2 600
50;064340012;Wehrheim; 9 258; 4 576; 4 683; 8 752;  507; 1 783;  915; 2 729; 2 010; 1 822
60;064340012012;Wehrheim; 9 258; 4 576; 4 683; 8 752;  507; 1 783;  915; 2 729; 2 010; 1 822
50;064340013;Weilrod; 6 258; 3 115; 3 143; 5 979;  279; 1 044;  711; 1 780; 1 401; 1 322
60;064340013013;Weilrod; 6 258; 3 115; 3 143; 5 979;  279; 1 044;  711; 1 780; 1 401; 1 322
40;06435;Main-Kinzig-Kreis; 400 862; 195 540; 205 330; 359 380; 41 490; 67 990; 52 240; 116 020; 84 310; 80 300
50;064350001;Bad Orb, Stadt; 9 201; 4 346; 4 855; 8 521;  680; 1 121; 1 080; 2 184; 1 987; 2 829
60;064350001001;Bad Orb, Stadt; 9 201; 4 346; 4 855; 8 521;  680; 1 121; 1 080; 2 184; 1 987; 2 829
50;064350002;Bad Soden-Salmünster, Stadt; 13 414; 6 570; 6 850; 12 430;  980; 2 160; 1 800; 3 630; 2 850; 2 970
60;064350002002;Bad Soden-Salmünster, Stadt; 13 414; 6 570; 6 850; 12 430;  980; 2 160; 1 800; 3 630; 2 850; 2 970
50;064350003;Biebergemünd; 8 351; 4 177; 4 174; 8 060;  291; 1 452; 1 106; 2 407; 1 902; 1 484
60;064350003003;Biebergemünd; 8 351; 4 177; 4 174; 8 060;  291; 1 452; 1 106; 2 407; 1 902; 1 484
50;064350004;Birstein; 6 317; 3 122; 3 195; 6 154;  163; 1 084;  768; 1 757; 1 482; 1 226
60;064350004004;Birstein; 6 317; 3 122; 3 195; 6 154;  163; 1 084;  768; 1 757; 1 482; 1 226
50;064350005;Brachttal; 5 207; 2 559; 2 649; 4 947;  261;  899;  636; 1 483; 1 201;  989
60;064350005005;Brachttal; 5 207; 2 559; 2 649; 4 947;  261;  899;  636; 1 483; 1 201;  989
50;064350006;Bruchköbel, Stadt; 20 227; 9 790; 10 440; 18 890; 1 340; 3 240; 2 390; 5 720; 4 260; 4 620
60;064350006006;Bruchköbel, Stadt; 20 227; 9 790; 10 440; 18 890; 1 340; 3 240; 2 390; 5 720; 4 260; 4 620
50;064350007;Erlensee; 13 124; 6 430; 6 690; 11 520; 1 600; 2 260; 1 710; 3 890; 2 740; 2 520
60;064350007007;Erlensee; 13 124; 6 430; 6 690; 11 520; 1 600; 2 260; 1 710; 3 890; 2 740; 2 520
50;064350008;Flörsbachtal; 2 455; 1 226; 1 229; 2 393;  62;  435;  283;  670;  559;  508
60;064350008008;Flörsbachtal; 2 455; 1 226; 1 229; 2 393;  62;  435;  283;  670;  559;  508
50;064350009;Freigericht; 14 379; 7 000; 7 380; 13 650;  730; 2 470; 1 950; 4 100; 3 050; 2 790
60;064350009009;Freigericht; 14 379; 7 000; 7 380; 13 650;  730; 2 470; 1 950; 4 100; 3 050; 2 790
50;064350010;Gelnhausen, Barbarossast., Krst.; 21 801; 10 580; 11 220; 19 760; 2 040; 3 670; 2 880; 6 320; 4 650; 4 270
60;064350010010;Gelnhausen, Barbarossast., Krst.; 21 801; 10 580; 11 220; 19 760; 2 040; 3 670; 2 880; 6 320; 4 650; 4 270
50;064350011;Großkrotzenburg; 7 328; 3 594; 3 734; 6 699;  629; 1 210;  900; 2 189; 1 501; 1 528
60;064350011011;Großkrotzenburg; 7 328; 3 594; 3 734; 6 699;  629; 1 210;  900; 2 189; 1 501; 1 528
50;064350012;Gründau; 14 355; 7 010; 7 340; 13 600;  750; 2 490; 1 950; 4 250; 3 120; 2 540
60;064350012012;Gründau; 14 355; 7 010; 7 340; 13 600;  750; 2 490; 1 950; 4 250; 3 120; 2 540
50;064350013;Hammersbach; 4 771; 2 393; 2 379; 4 558;  214;  858;  540; 1 431; 1 075;  868
60;064350013013;Hammersbach; 4 771; 2 393; 2 379; 4 558;  214;  858;  540; 1 431; 1 075;  868
50;064350014;Hanau, Brüder-Grimm-Stadt; 86 803; 42 150; 44 650; 69 250; 17 550; 15 370; 12 210; 25 720; 16 960; 16 550
60;064350014014;Hanau, Brüder-Grimm-Stadt; 86 803; 42 150; 44 650; 69 250; 17 550; 15 370; 12 210; 25 720; 16 960; 16 550
50;064350015;Hasselroth; 7 301; 3 600; 3 701; 6 913;  388; 1 173;  965; 2 073; 1 654; 1 436
60;064350015015;Hasselroth; 7 301; 3 600; 3 701; 6 913;  388; 1 173;  965; 2 073; 1 654; 1 436
50;064350016;Jossgrund; 3 626; 1 832; 1 794; 3 464;  162;  645;  470; 1 041;  786;  684
60;064350016016;Jossgrund; 3 626; 1 832; 1 794; 3 464;  162;  645;  470; 1 041;  786;  684
