SATZART;AGS;NAME;EWZ;EW_M;EW_W;EW_D;EW_A;ALTER_1;ALTER_2;ALTER_3;ALTER_4;ALTER_5
60;010535391124;Stubben;  404;  189;  215;  398;  6;  66;  44;  137;  98;  59
60;010535391127;Walksfelde;  186;  92;  94;  183;  3;  41;  21;  46;  48;  30
60;010535391130;Wentorf (Amt Sandesneben);  690;  348;  341;  682;  7;  143;  60;  234;  144;  108
40;01054;Nordfriesland; 163 665; 79 520; 84 140; 158 590; 5 080; 29 100; 20 660; 44 110; 33 510; 36 280
50;010540033;Friedrichstadt, Stadt; 2 590; 1 221; 1 370; 2 486;  105;  421;  308;  632;  513;  717
60;010540033033;Friedrichstadt, Stadt; 2 590; 1 221; 1 370; 2 486;  105;  421;  308;  632;  513;  717
50;010540056;Husum, Stadt; 22 215; 10 510; 11 710; 21 340;  880; 3 570; 3 160; 5 640; 4 520; 5 330
60;010540056056;Husum, Stadt; 22 215; 10 510; 11 710; 21 340;  880; 3 570; 3 160; 5 640; 4 520; 5 330
50;010540108;Reußenköge;  350;  189;  161;  338;  12;  66;  55;  100;  70;  59
60;010540108108;Reußenköge;  350;  189;  161;  338;  12;  66;  55;  100;  70;  59
50;010540138;Tönning, Stadt; 4 955; 2 415; 2 540; 4 807;  148;  802;  641; 1 219; 1 090; 1 203
60;010540138138;Tönning, Stadt; 4 955; 2 415; 2 540; 4 807;  148;  802;  641; 1 219; 1 090; 1 203
50;010540168;Sylt; 13 811; 6 520; 7 290; 13 010;  800; 1 770; 1 420; 3 910; 3 110; 3 600
60;010540168168;Sylt; 13 811; 6 520; 7 290; 13 010;  800; 1 770; 1 420; 3 910; 3 110; 3 600
50;010545417;Eiderstedt; 11 330; 5 438; 5 892; 10 882;  448; 1 835; 1 282; 2 818; 2 420; 2 975
60;010545417035;Garding, Kirchspiel;  387;  193;  194;  378;  9;  94;  38;  123;  74;  58
60;010545417036;Garding, Stadt; 2 504; 1 176; 1 329; 2 448;  57;  367;  311;  638;  552;  637
60;010545417040;Grothusenkoog;  22;  9;  12;  18;  3;  0;  3;  6;  6;  6
60;010545417063;Katharinenheerd;  179;  84;  95;  176;  3;  26;  18;  52;  34;  49
60;010545417072;Kotzenbüll;  227;  120;  107;  227;  0;  62;  20;  66;  43;  36
60;010545417090;Norderfriedrichskoog;  48;  28;  19;  47;  0;  6;  9;  9;  14;  9
60;010545417095;Oldenswort; 1 274;  639;  635; 1 262;  12;  242;  164;  344;  253;  271
60;010545417100;Osterhever;  252;  118;  134;  252;  0;  40;  24;  63;  54;  71
60;010545417104;Poppenbüll;  237;  123;  115;  232;  6;  45;  21;  57;  64;  51
60;010545417113;Sankt Peter-Ording; 3 916; 1 834; 2 082; 3 636;  280;  567;  447;  879;  814; 1 209
60;010545417134;Tating;  953;  461;  493;  900;  54;  152;  121;  236;  217;  228
60;010545417135;Tetenbüll;  660;  316;  344;  651;  9;  103;  40;  146;  161;  210
60;010545417140;Tümlauer Koog;  113;  62;  51;  113;  0;  15;  13;  33;  30;  22
60;010545417145;Vollerwiek;  205;  104;  100;  198;  6;  42;  19;  61;  44;  38
60;010545417148;Welt;  226;  109;  117;  217;  9;  48;  27;  72;  38;  41
60;010545417150;Westerhever;  127;  62;  65;  127;  0;  26;  7;  33;  22;  39
50;010545439;Landschaft Sylt; 4 371; 2 105; 2 267; 4 073;  299;  529;  589; 1 272;  889; 1 093
60;010545439046;Hörnum (Sylt);  904;  460;  444;  864;  40;  117;  156;  267;  177;  187
60;010545439061;Kampen (Sylt);  510;  251;  260;  466;  45;  61;  41;  141;  107;  161
60;010545439078;List; 1 549;  758;  791; 1 412;  137;  179;  252;  484;  313;  321
60;010545439149;Wenningstedt-Braderup (Sylt); 1 408;  636;  772; 1 331;  77;  172;  140;  380;  292;  424
50;010545453;Viöl; 9 080; 4 586; 4 494; 8 985;  95; 2 039; 1 214; 2 718; 1 614; 1 495
60;010545453003;Ahrenviöl;  519;  272;  247;  513;  6;  117;  77;  142;  113;  70
60;010545453004;Ahrenviölfeld;  235;  111;  123;  234;  0;  41;  24;  79;  41;  49
60;010545453011;Behrendorf;  579;  303;  276;  576;  3;  130;  68;  168;  120;  93
60;010545453013;Bondelum;  202;  104;  97;  201;  0;  53;  28;  59;  27;  34
60;010545453041;Haselund;  910;  466;  445;  905;  6;  204;  149;  273;  166;  119
60;010545453057;Immenstedt;  637;  309;  329;  632;  6;  139;  79;  192;  127;  101
60;010545453079;Löwenstedt;  658;  333;  325;  643;  15;  149;  82;  215;  109;  103
60;010545453092;Norstedt;  407;  204;  203;  401;  6;  83;  56;  112;  88;  68
60;010545453101;Oster-Ohrstedt;  642;  335;  307;  638;  4;  137;  65;  201;  114;  125
60;010545453118;Schwesing;  915;  462;  454;  910;  6;  193;  111;  266;  184;  162
60;010545453123;Sollwitt;  299;  150;  148;  298;  0;  66;  53;  75;  54;  50
60;010545453144;Viöl; 2 036; 1 015; 1 021; 2 008;  28;  494;  287;  618;  287;  350
60;010545453152;Wester-Ohrstedt; 1 041;  522;  519; 1 026;  15;  233;  135;  318;  184;  171
50;010545459;Pellworm; 1 458;  685;  772; 1 428;  29;  219;  149;  324;  341;  424
60;010545459039;Gröde;  13;  9;  3;  12;  0;  3;  3;  3;  3;  0
60;010545459050;Hallig Hooge;  109;  53;  56;  105;  4;  7;  13;  30;  32;  27
60;010545459074;Langeneß;  135;  63;  72;  132;  3;  26;  9;  36;  31;  33
60;010545459103;Pellworm; 1 201;  560;  641; 1 179;  22;  183;  124;  255;  275;  364
50;010545488;Föhr-Amrum; 10 845; 4 994; 5 851; 10 424;  421; 1 789; 1 182; 3 061; 2 300; 2 513
60;010545488005;Alkersum;  418;  199;  219;  393;  25;  73;  54;  111;  102;  78
60;010545488015;Borgsum;  347;  173;  174;  338;  9;  69;  40;  103;  70;  65
60;010545488025;Dunsum;  66;  28;  37;  62;  3;  9;  7;  10;  21;  18
60;010545488083;Midlum;  408;  165;  242;  395;  12;  80;  46;  116;  89;  76
60;010545488085;Nebel;  982;  445;  537;  952;  30;  165;  96;  301;  198;  222
60;010545488087;Nieblum;  625;  291;  334;  598;  27;  92;  64;  142;  134;  193
60;010545488089;Norddorf auf Amrum;  592;  268;  324;  565;  27;  91;  84;  183;  118;  116
60;010545488094;Oevenum;  454;  210;  245;  452;  3;  90;  61;  124;  97;  83
60;010545488098;Oldsum;  567;  259;  309;  546;  22;  109;  61;  156;  110;  132
60;010545488129;Süderende;  195;  90;  105;  192;  3;  48;  21;  58;  25;  43
60;010545488143;Utersum;  420;  191;  229;  404;  16;  55;  56;  102;  96;  111
60;010545488158;Witsum;  44;  19;  24;  43;  0;  9;  3;  3;  11;  17
60;010545488160;Wittdün auf Amrum;  737;  342;  396;  709;  29;  116;  96;  241;  150;  135
60;010545488163;Wrixum;  655;  324;  330;  636;  18;  137;  77;  199;  123;  118
60;010545488164;Wyk auf Föhr, Stadt; 4 335; 1 990; 2 346; 4 139;  197;  646;  416; 1 212;  956; 1 106
50;010545489;Südtondern; 39 409; 19 460; 19 949; 38 184; 1 225; 7 456; 5 314; 10 676; 7 823; 8 140
60;010545489001;Achtrup; 1 510;  792;  717; 1 484;  25;  308;  198;  427;  317;  259
60;010545489009;Aventoft;  473;  229;  244;  435;  38;  78;  62;  117;  117;  99
60;010545489016;Bosbüll;  223;  110;  113;  223;  0;  47;  15;  81;  47;  33
60;010545489017;Braderup;  658;  331;  327;  643;  15;  110;  80;  194;  141;  133
60;010545489018;Bramstedtlund;  193;  99;  93;  186;  6;  32;  18;  62;  40;  40
60;010545489022;Dagebüll;  915;  445;  470;  900;  15;  157;  89;  216;  206;  247
60;010545489027;Ellhöft;  113;  61;  51;  109;  3;  24;  21;  26;  25;  16
60;010545489034;Friedrich-Wilhelm-Lübke-Koog;  180;  98;  82;  177;  3;  32;  29;  50;  37;  32
60;010545489048;Holm;  85;  39;  45;  84;  0;  18;  14;  20;  15;  17
60;010545489055;Humptrup;  734;  370;  364;  725;  9;  140;  87;  177;  155;  175
60;010545489062;Karlum;  220;  111;  109;  214;  6;  56;  21;  57;  43;  43
60;010545489065;Klanxbüll;  966;  465;  501;  930;  36;  156;  120;  276;  197;  217
60;010545489068;Klixbüll;  934;  486;  449;  917;  18;  174;  105;  281;  181;  194
60;010545489073;Ladelund; 1 397;  699;  699; 1 340;  58;  328;  184;  347;  268;  271
60;010545489076;Leck; 7 739; 3 762; 3 977; 7 502;  237; 1 328; 1 147; 1 981; 1 523; 1 760
60;010545489077;Lexgaard;  53;  33;  19;  52;  0;  9;  6;  13;  12;  12
60;010545489086;Neukirchen; 1 241;  620;  621; 1 202;  39;  255;  172;  327;  261;  226
60;010545489088;Niebüll, Stadt; 9 582; 4 598; 4 984; 9 106;  476; 1 785; 1 337; 2 652; 1 808; 2 000
60;010545489109;Risum-Lindholm; 3 610; 1 795; 1 815; 3 564;  46;  726;  493; 1 032;  695;  664
60;010545489110;Rodenäs;  449;  233;  216;  440;  9;  86;  62;  126;  103;  72
60;010545489124;Sprakebüll;  236;  122;  113;  235;  0;  50;  43;  66;  55;  21
60;010545489125;Stadum;  991;  532;  459;  976;  15;  184;  172;  289;  172;  174
60;010545489126;Stedesand;  862;  434;  428;  856;  6;  178;  104;  238;  175;  167
60;010545489131;Süderlügum; 2 290; 1 115; 1 176; 2 183;  108;  461;  253;  618;  467;  492
60;010545489136;Tinningstedt;  237;  112;  126;  235;  3;  48;  25;  72;  51;  42
60;010545489142;Uphusum;  388;  189;  199;  382;  6;  77;  40;  102;  90;  79
60;010545489154;Westre;  387;  186;  202;  385;  3;  80;  56;  108;  76;  68
60;010545489165;Galmsbüll;  645;  334;  311;  633;  12;  125;  93;  179;  118;  130
60;010545489166;Emmelsbüll-Horsbüll;  982;  501;  481;  961;  21;  158;  130;  237;  221;  236
60;010545489167;Enge-Sande; 1 116;  559;  558; 1 105;  12;  246;  138;  305;  207;  221
50;010545492;Nordsee-Treene; 22 875; 11 293; 11 582; 22 574;  301; 4 626; 2 668; 6 234; 4 636; 4 711
60;010545492007;Arlewatt;  334;  178;  156;  334;  0;  71;  45;  79;  67;  72
60;010545492023;Drage;  627;  280;  347;  612;  15;  135;  57;  155;  124;  156
60;010545492026;Elisabeth-Sophien-Koog;  37;  16;  20;  36;  0;  6;  4;  15;  7;  4
60;010545492032;Fresendelf;  107;  67;  41;  94;  14;  15;  14;  25;  28;  26
60;010545492042;Hattstedt; 2 542; 1 253; 1 289; 2 490;  52;  533;  332;  708;  510;  459
60;010545492043;Hattstedtermarsch;  304;  165;  138;  285;  18;  47;  34;  94;  64;  64
60;010545492052;Horstedt;  734;  374;  361;  726;  9;  169;  86;  232;  133;  115
60;010545492054;Hude;  202;  114;  88;  199;  3;  41;  19;  55;  56;  31
60;010545492070;Koldenbüttel;  915;  461;  454;  909;  6;  209;  90;  274;  181;  161
60;010545492084;Mildstedt; 3 781; 1 790; 1 991; 3 745;  36;  765;  454; 1 051;  723;  788
60;010545492091;Nordstrand; 2 273; 1 085; 1 188; 2 246;  27;  359;  231;  490;  542;  651
60;010545492096;Oldersbek;  650;  345;  305;  647;  3;  137;  94;  192;  136;  91
60;010545492097;Olderup;  436;  222;  214;  436;  0;  106;  52;  119;  93;  66
60;010545492099;Ostenfeld (Husum); 1 531;  744;  788; 1 514;  18;  321;  168;  422;  313;  308
60;010545492105;Ramstedt;  450;  216;  234;  447;  3;  89;  42;  130;  83;  106
60;010545492106;Rantrum; 1 636;  829;  807; 1 618;  18;  362;  220;  484;  306;  264
60;010545492116;Schwabstedt; 1 318;  651;  667; 1 303;  15;  231;  144;  329;  282;  332
60;010545492119;Seeth;  592;  292;  300;  583;  9;  120;  89;  158;  113;  112
60;010545492120;Simonsberg;  788;  390;  398;  779;  9;  140;  81;  229;  164;  174
60;010545492130;Süderhöft;  21;  8;  12;  20;  0;  3;  0;  6;  4;  7
60;010545492132;Südermarsch;  167;  92;  74;  166;  0;  34;  32;  46;  33;  21
60;010545492141;Uelvesbüll;  283;  138;  145;  277;  6;  59;  31;  74;  67;  52
60;010545492156;Winnert;  720;  352;  369;  706;  15;  154;  95;  202;  131;  139
60;010545492157;Wisch;  114;  57;  56;  110;  3;  30;  6;  36;  19;  22
60;010545492159;Wittbek;  808;  413;  395;  802;  6;  173;  98;  218;  156;  163
60;010545492161;Witzwort; 1 027;  511;  517; 1 015;  13;  234;  106;  281;  206;  201
60;010545492162;Wobbenbüll;  478;  250;  228;  475;  3;  83;  44;  130;  95;  126
50;010545494;Mittleres Nordfriesland; 20 376; 10 110; 10 265; 20 056;  319; 3 970; 2 683; 5 499; 4 192; 4 031
60;010545494002;Ahrenshöft;  515;  253;  263;  510;  6;  100;  64;  133;  123;  96
60;010545494006;Almdorf;  558;  296;  261;  554;  3;  109;  79;  155;  144;  70
60;010545494010;Bargum;  604;  302;  302;  601;  3;  127;  80;  163;  106;  128
60;010545494012;Bohmstedt;  733;  362;  371;  724;  9;  138;  90;  213;  159;  133
60;010545494014;Bordelum; 2 046; 1 048;  998; 2 018;  28;  398;  253;  594;  419;  382
60;010545494019;Bredstedt, Stadt; 5 083; 2 443; 2 641; 4 924;  160;  840;  691; 1 240; 1 071; 1 242
60;010545494020;Breklum; 2 356; 1 152; 1 204; 2 338;  18;  524;  277;  676;  453;  426
60;010545494024;Drelsdorf; 1 259;  649;  610; 1 244;  15;  271;  174;  371;  255;  188
60;010545494037;Goldebek;  337;  162;  175;  337;  0;  76;  34;  106;  62;  59
60;010545494038;Goldelund;  413;  202;  211;  413;  0;  97;  55;  112;  82;  67
60;010545494045;Högel;  458;  225;  233;  455;  3;  94;  59;  132;  82;  91
60;010545494059;Joldelund;  758;  380;  378;  755;  3;  170;  105;  200;  148;  135
60;010545494071;Kolkerheide;  58;  29;  28;  57;  0;  6;  13;  13;  8;  17
60;010545494075;Langenhorn; 3 087; 1 537; 1 550; 3 034;  53;  597;  435;  827;  646;  582
60;010545494080;Lütjenholm;  328;  175;  153;  325;  3;  69;  50;  97;  68;  44
60;010545494093;Ockholm;  343;  180;  162;  336;  6;  60;  39;  65;  82;  96
60;010545494121;Sönnebüll;  267;  127;  139;  266;  0;  59;  46;  80;  42;  39
60;010545494128;Struckum;  993;  499;  495;  988;  6;  189;  115;  270;  214;  206
60;010545494146;Vollstedt;  180;  89;  91;  177;  3;  46;  24;  52;  28;  30
40;01055;Ostholstein; 198 413; 95 270; 103 150; 193 260; 5 150; 30 890; 21 430; 52 840; 42 820; 50 440
50;010550001;Ahrensbök; 8 417; 4 164; 4 254; 8 263;  155; 1 683;  904; 2 662; 1 666; 1 503
60;010550001001;Ahrensbök; 8 417; 4 164; 4 254; 8 263;  155; 1 683;  904; 2 662; 1 666; 1 503
50;010550004;Bad Schwartau, Stadt; 19 436; 9 060; 10 380; 18 870;  560; 2 800; 1 970; 4 990; 4 140; 5 540
60;010550004004;Bad Schwartau, Stadt; 19 436; 9 060; 10 380; 18 870;  560; 2 800; 1 970; 4 990; 4 140; 5 540
50;010550007;Bosau; 3 472; 1 762; 1 710; 3 431;  41;  653;  390; 1 001;  739;  689
60;010550007007;Bosau; 3 472; 1 762; 1 710; 3 431;  41;  653;  390; 1 001;  739;  689
50;010550010;Dahme; 1 246;  586;  660; 1 206;  40;  122;  91;  241;  322;  470
60;010550010010;Dahme; 1 246;  586;  660; 1 206;  40;  122;  91;  241;  322;  470
50;010550012;Eutin, Stadt; 16 449; 7 690; 8 760; 16 110;  340; 2 690; 1 930; 4 250; 3 420; 4 150
60;010550012012;Eutin, Stadt; 16 449; 7 690; 8 760; 16 110;  340; 2 690; 1 930; 4 250; 3 420; 4 150
50;010550016;Grömitz; 6 995; 3 338; 3 657; 6 701;  294;  837;  662; 1 513; 1 610; 2 373
60;010550016016;Grömitz; 6 995; 3 338; 3 657; 6 701;  294;  837;  662; 1 513; 1 610; 2 373
50;010550018;Grube; 1 018;  480;  538; 1 002;  16;  186;  96;  275;  236;  225
60;010550018018;Grube; 1 018;  480;  538; 1 002;  16;  186;  96;  275;  236;  225
50;010550021;Heiligenhafen, Stadt; 9 078; 4 338; 4 741; 8 865;  214; 1 168;  977; 2 062; 2 125; 2 747
60;010550021021;Heiligenhafen, Stadt; 9 078; 4 338; 4 741; 8 865;  214; 1 168;  977; 2 062; 2 125; 2 747
50;010550025;Kellenhusen (Ostsee); 1 036;  475;  561; 1 002;  34;  117;  86;  214;  227;  392
60;010550025025;Kellenhusen (Ostsee); 1 036;  475;  561; 1 002;  34;  117;  86;  214;  227;  392
50;010550028;Malente; 10 523; 5 020; 5 510; 10 300;  220; 1 630; 1 150; 2 630; 2 160; 2 960
60;010550028028;Malente; 10 523; 5 020; 5 510; 10 300;  220; 1 630; 1 150; 2 630; 2 160; 2 960
50;010550032;Neustadt in Holstein, Stadt; 15 024; 7 100; 7 930; 14 380;  650; 2 160; 1 690; 4 020; 3 190; 3 960
60;010550032032;Neustadt in Holstein, Stadt; 15 024; 7 100; 7 930; 14 380;  650; 2 160; 1 690; 4 020; 3 190; 3 960
50;010550033;Oldenburg in Holstein, Stadt; 9 732; 4 722; 5 010; 9 338;  394; 1 582; 1 224; 2 461; 2 145; 2 320
60;010550033033;Oldenburg in Holstein, Stadt; 9 732; 4 722; 5 010; 9 338;  394; 1 582; 1 224; 2 461; 2 145; 2 320
50;010550035;Ratekau; 15 217; 7 310; 7 910; 14 920;  300; 2 490; 1 640; 4 450; 3 220; 3 420
60;010550035035;Ratekau; 15 217; 7 310; 7 910; 14 920;  300; 2 490; 1 640; 4 450; 3 220; 3 420
50;010550040;Stockelsdorf; 16 517; 8 020; 8 500; 16 110;  410; 2 690; 1 850; 4 750; 3 610; 3 610
60;010550040040;Stockelsdorf; 16 517; 8 020; 8 500; 16 110;  410; 2 690; 1 850; 4 750; 3 610; 3 610
50;010550041;Süsel; 5 347; 2 647; 2 700; 5 275;  72; 1 077;  590; 1 681; 1 112;  887
60;010550041041;Süsel; 5 347; 2 647; 2 700; 5 275;  72; 1 077;  590; 1 681; 1 112;  887
50;010550042;Timmendorfer Strand; 8 790; 4 104; 4 686; 8 400;  390; 1 026; 1 131; 2 094; 1 790; 2 749
60;010550042042;Timmendorfer Strand; 8 790; 4 104; 4 686; 8 400;  390; 1 026; 1 131; 2 094; 1 790; 2 749
50;010550044;Scharbeutz; 10 731; 5 170; 5 560; 10 490;  240; 1 490;  960; 2 750; 2 390; 3 140
60;010550044044;Scharbeutz; 10 731; 5 170; 5 560; 10 490;  240; 1 490;  960; 2 750; 2 390; 3 140
50;010550046;Fehmarn, Stadt; 12 483; 6 050; 6 430; 12 150;  340; 1 870; 1 220; 3 260; 2 860; 3 260
60;010550046046;Fehmarn, Stadt; 12 483; 6 050; 6 430; 12 150;  340; 1 870; 1 220; 3 260; 2 860; 3 260
50;010555543;Oldenburg-Land; 9 271; 4 610; 4 661; 9 154;  117; 1 507;  943; 2 506; 2 054; 2 261
60;010555543014;Göhl; 1 175;  582;  593; 1 160;  15;  237;  115;  370;  245;  208
60;010555543015;Gremersdorf; 1 486;  762;  724; 1 470;  16;  275;  171;  464;  318;  258
60;010555543017;Großenbrode; 2 104;  981; 1 123; 2 071;  33;  262;  171;  463;  501;  707
60;010555543022;Heringsdorf; 1 103;  549;  554; 1 091;  12;  166;  126;  262;  243;  306
60;010555543031;Neukirchen; 1 210;  613;  597; 1 191;  19;  197;  121;  329;  275;  288
60;010555543043;Wangels; 2 193; 1 123; 1 070; 2 171;  22;  370;  239;  618;  472;  494
50;010555546;Lensahn; 8 766; 4 225; 4 541; 8 617;  149; 1 710;  994; 2 462; 1 835; 1 765
60;010555546006;Beschendorf;  528;  250;  278;  525;  3;  91;  82;  139;  127;  89
60;010555546011;Damlos;  678;  329;  349;  672;  6;  137;  52;  211;  141;  137
60;010555546020;Harmsdorf;  676;  340;  336;  670;  6;  123;  66;  198;  152;  137
60;010555546023;Kabelhorst;  441;  197;  244;  438;  3;  80;  54;  132;  89;  86
60;010555546027;Lensahn; 5 083; 2 406; 2 677; 4 964;  119; 1 028;  627; 1 372; 1 020; 1 036
60;010555546029;Manhagen;  383;  196;  187;  383;  0;  73;  29;  116;  79;  86
60;010555546036;Riepsdorf;  977;  507;  470;  965;  12;  178;  84;  294;  227;  194
50;010555591;Ostholstein-Mitte; 8 865; 4 395; 4 471; 8 679;  187; 1 412;  920; 2 557; 1 974; 2 003
60;010555591002;Altenkrempe; 1 039;  513;  526; 1 024;  15;  187;  100;  310;  246;  196
60;010555591024;Kasseedorf; 1 471;  738;  733; 1 459;  12;  267;  162;  436;  327;  279
60;010555591037;Schashagen; 2 183; 1 100; 1 084; 2 141;  43;  337;  233;  709;  491;  414
60;010555591038;Schönwalde am Bungsberg; 2 612; 1 271; 1 341; 2 570;  42;  465;  299;  738;  553;  557
60;010555591039;Sierksdorf; 1 560;  773;  787; 1 485;  75;  156;  126;  364;  357;  557
40;01056;Pinneberg; 296 341; 143 940; 152 400; 277 690; 18 650; 51 780; 35 030; 86 510; 59 340; 63 680
50;010560002;Barmstedt, Stadt; 9 792; 4 780; 5 012; 9 253;  539; 1 776; 1 154; 2 834; 1 956; 2 072
60;010560002002;Barmstedt, Stadt; 9 792; 4 780; 5 012; 9 253;  539; 1 776; 1 154; 2 834; 1 956; 2 072
50;010560015;Elmshorn, Stadt; 47 459; 22 820; 24 640; 43 490; 3 970; 8 560; 6 790; 13 950; 8 780; 9 380
60;010560015015;Elmshorn, Stadt; 47 459; 22 820; 24 640; 43 490; 3 970; 8 560; 6 790; 13 950; 8 780; 9 380
50;010560018;Halstenbek; 16 376; 7 940; 8 440; 15 490;  880; 2 760; 1 710; 4 790; 3 470; 3 650
60;010560018018;Halstenbek; 16 376; 7 940; 8 440; 15 490;  880; 2 760; 1 710; 4 790; 3 470; 3 650
50;010560025;Helgoland; 1 407;  681;  726; 1 334;  73;  160;  140;  426;  336;  345
60;010560025025;Helgoland; 1 407;  681;  726; 1 334;  73;  160;  140;  426;  336;  345
50;010560039;Pinneberg, Stadt; 41 137; 19 760; 21 370; 37 230; 3 910; 7 090; 5 360; 11 960; 7 910; 8 820
60;010560039039;Pinneberg, Stadt; 41 137; 19 760; 21 370; 37 230; 3 910; 7 090; 5 360; 11 960; 7 910; 8 820
50;010560041;Quickborn, Stadt; 19 727; 9 540; 10 190; 18 660; 1 070; 3 410; 2 100; 5 630; 4 120; 4 470
60;010560041041;Quickborn, Stadt; 19 727; 9 540; 10 190; 18 660; 1 070; 3 410; 2 100; 5 630; 4 120; 4 470
50;010560043;Rellingen; 13 476; 6 540; 6 940; 12 890;  580; 2 090; 1 270; 3 700; 2 920; 3 500
60;010560043043;Rellingen; 13 476; 6 540; 6 940; 12 890;  580; 2 090; 1 270; 3 700; 2 920; 3 500
50;010560044;Schenefeld, Stadt; 18 197; 8 850; 9 350; 16 990; 1 200; 2 840; 2 170; 5 470; 3 640; 4 080
60;010560044044;Schenefeld, Stadt; 18 197; 8 850; 9 350; 16 990; 1 200; 2 840; 2 170; 5 470; 3 640; 4 080
50;010560048;Tornesch, Stadt; 12 626; 6 190; 6 440; 12 060;  570; 2 410; 1 470; 3 640; 2 620; 2 490
